1105	Fri Aug 12 16:35:11 +0000 2011	4c3a5c593849c92883e3c2b1	{Bixby Knolls}	{33.832752326388494,-118.18534419740293,Long Beach,CA,United States}	{Shop & Service,Outdoors & Recreation,Arts & Entertainment,}
1105	Thu Jun 02 04:18:46 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Wed Jun 01 23:21:26 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Wed Jun 01 23:21:19 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Wed Jun 01 23:21:05 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Wed Jun 01 19:19:42 +0000 2011	4a91ad2cf964a5204c1b20e3	{Costco}	{34.132142250886815,-117.92568681177629,Azusa,CA,United States}	{Travel & Transport,Shop & Service,Food & Drink Shop,}
1105	Wed Jun 01 19:19:34 +0000 2011	4be0819f2aed2d7fc298c86f	{Costco Gasoline}	{34.133215,-117.925264,Azusa,CA,United States}	{Shop & Service,}
1105	Wed Jun 01 04:12:31 +0000 2011	4d9c9c7cc540236a9da87c4b	{Moe's Apartment/ The Emerald Pointe}	{33.96825826134299,-117.83700405507383,,,United States}	{Residence,}
1105	Wed Jun 01 04:12:02 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Wed Jun 01 04:11:54 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Wed Jun 01 04:11:49 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Wed Jun 01 04:11:22 +0000 2011	4aeb8285f964a520d8c221e3	{DoubleTree Suites by Hilton}	{33.79663309241122,-117.9158091545105,Anaheim,CA,United States}	{Travel & Transport,}
1105	Wed Jun 01 00:54:17 +0000 2011	4c5cf9097f661b8db84c4a1c	{3K's BBQ haus}	{34.02258229566169,-117.9064355045557,West Covina,CA,United States}	{Food,}
1105	Tue May 31 21:33:54 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Tue May 31 21:33:45 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Tue May 31 03:02:30 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Tue May 31 03:02:18 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Tue May 31 03:02:08 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Mon May 30 21:13:56 +0000 2011	4b2d1318f964a520c1cd24e3	{The Home Depot}	{33.99607111866859,-117.9078201700223,City Of Industry,CA,United States}	{Shop & Service,}
1105	Mon May 30 20:04:55 +0000 2011	4bb673f72f70c9b6a9728530	{Raging Waters}	{34.09338833261959,-117.81019449234009,San Dimas,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1105	Mon May 30 01:37:05 +0000 2011	4bb2772735f0c9b67050bb83	{$1 Drink}	{34.043095,-117.84992,Walnut,CA,United States}	{Food,}
1105	Sun May 29 23:20:55 +0000 2011	4be1facd660ec9285154c83b	{Snow Creek Park}	{34.03528750300875,-117.8378769306136,Walnut,CA,United States}	{Outdoors & Recreation,}
1105	Sun May 29 18:50:05 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sun May 29 09:42:02 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sun May 29 09:41:48 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sun May 29 09:41:20 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Sat May 28 19:44:37 +0000 2011	4c51e4c216719c745a28535a	{Southlands Christian School}	{33.98487661761621,-117.86786696731853,Walnut,CA,United States}	{Professional & Other Places,}
1105	Sat May 28 19:44:29 +0000 2011	4c015b43f7ab0f4783f415b6	{Southlands School Basketball Courts - Saturday Team FIH practice}	{33.98527,-117.86836,Walnut,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1105	Sat May 28 14:29:24 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Sat May 28 14:29:17 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sat May 28 14:29:10 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sat May 28 02:24:45 +0000 2011	4bd87b050b779c74ff4407a0	{Tony Roma's Ribs, Seafood, & Steaks}	{33.859139755386884,-117.92393624782562,Fullerton,CA,United States}	{Food,}
1105	Sat May 28 02:23:46 +0000 2011	49bd9bbcf964a5208a541fe3	{SONIC Drive In}	{33.85862479450807,-117.91936039924622,Anaheim,CA,United States}	{Food,}
1105	Fri May 27 19:49:11 +0000 2011	4a91ad2cf964a5204c1b20e3	{Costco}	{34.132142250886815,-117.92568681177629,Azusa,CA,United States}	{Travel & Transport,Shop & Service,Food & Drink Shop,}
1105	Fri May 27 19:49:01 +0000 2011	4be0819f2aed2d7fc298c86f	{Costco Gasoline}	{34.133215,-117.925264,Azusa,CA,United States}	{Shop & Service,}
1105	Fri May 27 04:50:21 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Fri May 27 04:50:10 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Fri May 27 04:50:03 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Fri May 27 04:49:50 +0000 2011	4bca320f3740b713dd4c6065	{Chuck E. Cheese's}	{33.98678541,-117.84374233333334,Diamond Bar,CA,United States}	{Food,}
1105	Fri May 27 00:51:59 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Fri May 27 00:51:49 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Fri May 27 00:51:42 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Thu May 26 19:19:35 +0000 2011	4a91ad2cf964a5204c1b20e3	{Costco}	{34.132142250886815,-117.92568681177629,Azusa,CA,United States}	{Travel & Transport,Shop & Service,Food & Drink Shop,}
1105	Thu May 26 19:19:28 +0000 2011	4be0819f2aed2d7fc298c86f	{Costco Gasoline}	{34.133215,-117.925264,Azusa,CA,United States}	{Shop & Service,}
1105	Thu May 26 16:53:38 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Thu May 26 16:53:27 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Thu May 26 04:27:08 +0000 2011	4c5cf9097f661b8db84c4a1c	{3K's BBQ haus}	{34.02258229566169,-117.9064355045557,West Covina,CA,United States}	{Food,}
1105	Wed May 25 15:47:09 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Wed May 25 15:47:03 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Wed May 25 15:46:53 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Wed May 25 01:34:28 +0000 2011	4ba65db4f964a520c44a39e3	{St. Lorenzo Ruiz Catholic Church}	{34.026756817518226,-117.86699709692331,Walnut,CA,United States}	{Spiritual Center,Professional & Other Places,}
1105	Tue May 24 17:34:21 +0000 2011	4ba3fbacf964a520417438e3	{Hot Dog on a Stick}	{34.07057793348581,-117.93316841125488,West Covina,CA,United States}	{Food,}
1105	Tue May 24 17:33:45 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Tue May 24 17:33:38 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Tue May 24 17:33:05 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Tue May 24 17:33:04 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Tue May 24 04:01:31 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Tue May 24 04:01:21 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Tue May 24 04:01:13 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Tue May 24 04:01:05 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Mon May 23 15:02:57 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Mon May 23 00:34:53 +0000 2011	4aff11e1f964a520ca3322e3	{Saint Denis Catholic Church}	{33.98580797032929,-117.82699573809153,Diamond Bar,CA,United States}	{Spiritual Center,Professional & Other Places,}
1105	Sun May 22 21:34:55 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Sun May 22 21:34:47 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sun May 22 21:34:38 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sun May 22 20:34:39 +0000 2011	4b7356f6f964a52084a92de3	{Costco Gasoline}	{33.65950476618632,-117.743901014328,Irvine,CA,United States}	{Shop & Service,}
1105	Sun May 22 20:34:25 +0000 2011	4a7cdd8cf964a520e3ed1fe3	{Costco Wholesale}	{33.66041563202108,-117.74482369422913,Irvine,CA,United States}	{Shop & Service,Food,}
1105	Sun May 22 20:11:44 +0000 2011	4b6127daf964a5207e0b2ae3	{San Onofre State Beach}	{33.37491128201141,-117.56364330852405,Camp Pendelton,CA,United States}	{Outdoors & Recreation,Beach,}
1105	Sun May 22 18:10:15 +0000 2011	4ae4ed2df964a5207c9f21e3	{Little Italy Neighborhood}	{32.72336710505513,-117.16832502703502,San Diego,CA,United States}	{Outdoors & Recreation,Residence,}
1105	Sun May 22 06:12:16 +0000 2011	4b3a90ddf964a520106a25e3	{DoubleTree by Hilton Hotel San Diego Downtown}	{32.722395874166956,-117.16529234960095,San Diego,CA,United States}	{Travel & Transport,Outdoors & Recreation,Convention Center,Professional & Other Places,}
1105	Sun May 22 06:01:06 +0000 2011	4adc6cc3f964a520442c21e3	{Extraordinary Desserts}	{32.7360437388458,-117.16017460448178,San Diego,CA,United States}	{Food,}
1105	Sun May 22 02:34:50 +0000 2011	4b15503df964a5202eb023e3	{Petco Park}	{32.707559779610634,-117.15702295303345,San Diego,CA,United States}	{Stadium,Arts & Entertainment,}
1105	Sat May 21 23:28:08 +0000 2011	465d6408f964a5203a471fe3	{San Diego Marriott Gaslamp Quarter}	{32.70858044535507,-117.15882478506101,San Diego,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
1105	Sat May 21 22:11:41 +0000 2011	4b3be509f964a520d27d25e3	{Hodad's Downtown}	{32.715868566666664,-117.1557486,San Diego,CA,United States}	{Food,}
1105	Sat May 21 04:27:42 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Sat May 21 02:38:41 +0000 2011	4ab2e160f964a520d06c20e3	{Lucille's Smokehouse Bar-B-Que}	{33.9110997,-117.8811961,Brea,CA,United States}	{Food,}
1105	Sat May 21 02:38:31 +0000 2011	4d2d916e762fa143b9427a64	{Chick-fil-A}	{33.91123544931251,-117.88066273710099,Brea,CA,United States}	{Food,}
1105	Sat May 21 01:04:20 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Sat May 21 01:04:12 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sat May 21 01:04:03 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Fri May 20 23:40:44 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Fri May 20 23:40:28 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Fri May 20 19:19:11 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Fri May 20 19:19:11 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Fri May 20 03:31:08 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Thu May 19 22:53:52 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Thu May 19 22:53:39 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Thu May 19 13:46:07 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Thu May 19 13:45:59 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Thu May 19 13:45:51 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Thu May 19 13:45:51 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Thu May 19 04:12:39 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Thu May 19 02:37:54 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Thu May 19 02:37:45 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Thu May 19 02:37:29 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Wed May 18 15:01:37 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Wed May 18 15:01:21 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Wed May 18 15:01:05 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Wed May 18 04:32:54 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Wed May 18 04:32:43 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Wed May 18 04:04:56 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Wed May 18 04:04:48 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Wed May 18 04:04:41 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Wed May 18 04:04:19 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Tue May 17 02:21:09 +0000 2011	4470358df964a52089331fe3	{Philippe the Original}	{34.05971039910925,-118.23699295520782,Los Angeles,CA,United States}	{Food,}
1105	Tue May 17 01:25:26 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Tue May 17 01:25:18 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Tue May 17 01:25:10 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Tue May 17 01:25:09 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Tue May 17 01:25:03 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Mon May 16 17:42:49 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Sun May 15 21:51:48 +0000 2011	4aca4c59f964a5204bc120e3	{Target}	{33.991927482316555,-117.9189645248805,Rowland Heights,CA,United States}	{Shop & Service,Office,Professional & Other Places,}
1105	Sun May 15 20:30:29 +0000 2011	4b2e8c63f964a5203be224e3	{Old Navy}	{33.99368648184973,-117.9283618927002,City of Industry,CA,United States}	{Shop & Service,}
1105	Sun May 15 20:30:15 +0000 2011	4a8db18cf964a5208c1020e3	{Puente Hills Mall}	{33.99379322501359,-117.92793273925781,City of Industry,CA,United States}	{Shop & Service,Food & Drink Shop,}
1105	Sun May 15 20:12:46 +0000 2011	4b0077d2f964a520923e22e3	{Costco Wholesale}	{33.99453047401711,-117.92210543738791,City of Industry,CA,United States}	{Shop & Service,}
1105	Sun May 15 20:12:36 +0000 2011	4bd8e3f62e6f0f473c1a0908	{Costco Gasoline}	{33.993270626994935,-117.92073100805283,Rowland Heights,CA,United States}	{Shop & Service,}
1105	Sun May 15 19:04:18 +0000 2011	4aff11e1f964a520ca3322e3	{Saint Denis Catholic Church}	{33.98580797032929,-117.82699573809153,Diamond Bar,CA,United States}	{Spiritual Center,Professional & Other Places,}
1105	Sun May 15 19:04:08 +0000 2011	4aff11e1f964a520ca3322e3	{Saint Denis Catholic Church}	{33.98580797032929,-117.82699573809153,Diamond Bar,CA,United States}	{Spiritual Center,Professional & Other Places,}
1105	Sun May 15 17:58:28 +0000 2011	4aeb8285f964a520d8c221e3	{DoubleTree Suites by Hilton}	{33.79663309241122,-117.9158091545105,Anaheim,CA,United States}	{Travel & Transport,}
1105	Sun May 15 16:41:57 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Sun May 15 16:41:47 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Sun May 15 16:41:37 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sun May 15 16:41:30 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sat May 14 23:21:40 +0000 2011	4c09ccae7e3fc928f1b2f282	{Louie's Chicken & Fish Grill}	{34.105878,-117.66975,Upland,CA,United States}	{Food,}
1105	Sat May 14 12:58:23 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Sat May 14 12:58:15 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Sat May 14 12:58:06 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sat May 14 12:57:59 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sat May 14 12:57:59 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sat May 14 05:25:00 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Sat May 14 05:24:54 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Sat May 14 05:24:45 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sat May 14 05:24:38 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sat May 14 03:59:42 +0000 2011	42ae1e00f964a52055251fe3	{Fullerton College}	{33.87504766550658,-117.91819095611572,Fullerton,CA,United States}	{College & University,}
1105	Sat May 14 03:59:25 +0000 2011	4c31502a16adc9281687c09c	{Fullerton High School Stadium}	{33.87806239370552,-117.92110996284833,Fullerton,CA,United States}	{College & University,}
1105	Sat May 14 03:59:13 +0000 2011	4b65be6bf964a52007fd2ae3	{Fullerton Union High School}	{33.87586716729527,-117.92102336883545,Fullerton,CA,United States}	{School,Professional & Other Places,}
1105	Fri May 13 23:50:52 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Fri May 13 23:50:42 +0000 2011	4be4764a2468c92874cffe42	{Avolio's Italian Restaurant}	{34.090109771427294,-117.93342590332031,Covina,CA,United States}	{Food,}
1105	Fri May 13 02:12:55 +0000 2011	4ab43d28f964a520837020e3	{P.F. Chang's}	{34.00197646830276,-117.73069381713867,Chino Hills,CA,United States}	{Food,}
1105	Fri May 13 01:59:42 +0000 2011	4b0e3518f964a520e75523e3	{Mimi's Cafe}	{33.9995395179552,-117.7195057817026,Chino,CA,United States}	{Food,}
1105	Fri May 13 01:59:32 +0000 2011	4ae4f820f964a520cb9f21e3	{Target}	{34.00149281890656,-117.71847484003007,Chino,CA,United States}	{Shop & Service,}
1105	Thu May 12 19:24:29 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Thu May 12 05:06:47 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Thu May 12 05:06:39 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Thu May 12 05:06:32 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Wed May 11 22:59:31 +0000 2011	4a80de21f964a52059f61fe3	{DoubleTree by Hilton Hotel Los Angeles - Rosemead}	{34.03764441828214,-118.08102250099182,Rosemead,CA,United States}	{Travel & Transport,}
